cpa_id,cluster
5063,1
5064,1
5065,1
5070,1
5071,1
5072,1
5073,1
5080,1
5086,1
5087,1
1197,1
1198,1
1199,1
1200,1
1201,1
4979,1
4982,1
4988,1
4989,1
4992,1
4998,1
4999,1
5002,1
5005,1
5009,1
5010,1
5013,1
5014,1
5017,1
5018,1
5021,1
5026,1
5027,1
5028,1
5030,1
5031,1
5032,1
5034,1
5045,1
5046,1
4541,0
4548,0
4577,0
4662,0
4686,0
4704,0
4718,0
4725,0
4730,0
4731,0
4737,0
4740,0
4747,0
4778,0
4778,0
4872,0
4878,0
4883,0
4885,0
4886,0
4888,0
4889,0
4890,0
4891,0
4892,0
4893,0
4895,0
4896,0
4897,0
4899,0
4903,0
4894,0
4898,0
4900,0
4901,0
4902,0
4904,0
4905,0
4906,0
4907,0
4908,0
4909,0
4910,0
4911,0
4912,0
4913,0
4914,0
4917,0
4918,0
4919,0
4920,0
4922,0
4924,0
4925,0
4926,0
4927,0
4928,0
4931,0
4932,0
4933,0
4934,0
4935,0
4936,0
4941,0
4942,0
4943,0
4944,0
4945,0
4947,0
4948,0
4949,0
4953,0
4954,0
4955,0
4956,0
4961,0
4962,0
4963,0
4964,0
4970,0
4976,0
5054,1
5060,1
5061,1
5062,1
5069,1
4540,3
4597,3
4632,3
4632,3
4652,3
4684,3
4685,3
4693,3
4695,3
4702,3
4703,3
4705,3
4713,3
4724,3
4727,3
4729,3
4732,3
4741,3
4748,3
4749,3
4761,3
4765,3
4790,2
4791,2
4798,2
4799,2
4800,2
4801,2
4813,2
4789,2
4790,2
4791,2
4796,2
4797,2
4798,2
4799,2
4800,2
4801,2
4805,2
4806,2
4807,2
4808,2
4809,2
4810,2
4811,2
4812,2
4813,2
4817,2
4818,2
4819,2
4820,2
4821,2
4822,2
4826,2
4827,2
4828,2
4829,2
4830,2
4834,2
4835,2
4831,2
4836,2
4837,2
4840,2
4841,2
4842,2
4843,2
4844,2
4845,2
4850,2
4851,2
4852,2
4853,2
4854,2
4855,2
4858,2
4859,2
4860,2
4861,2
4862,2
4865,2
4866,2
4867,2
4868,2
4869,2
4870,2
4871,2
4873,2
4874,2
4875,2
4876,2
4877,2
4880,2
4881,2
4882,2
4884,2
4887,2
4441,4
4454,4
4465,4
4466,4
4467,4
4476,4
4477,4
4487,4
4488,4
4489,4
4490,4
4497,4
4498,4
4499,4
4500,4
4509,4
4515,4
4516,4
4517,4
4518,4
4519,4
4520,4
4524,4
4525,4
4526,4
4527,4
4532,4
4533,4
4534,4
4535,4
4538,4
4539,4
4546,4
4547,4
4554,4
4560,4
4561,4
4569,4
4570,4
4571,4
4578,4
4579,4
4589,4
4590,4
4598,4
4599,4
4609,4
4616,4
4625,4
4641,5
4641,5
4651,5
4653,5
4659,5
4660,5
4661,5
4671,5
4672,5
4673,5
4674,5
4681,5
4682,5
4683,5
4692,5
4694,5
4700,5
4701,5
4709,5
4710,5
4711,5
4712,5
4716,5
4717,5
4722,5
4723,5
4728,5
4738,5
4739,5
