cpa_id,cluster
115,0
150,0
40,0
42,0
43,0
58,0
59,0
60,0
61,0
62,0
63,0
72,0
73,0
74,0
75,0
76,0
89,0
90,0
104,0
116,0
117,0
128,0
157,0
168,0
169,0
181,0
182,0
183,0
197,0
198,0
209,0
210,0
211,0
212,0
213,0
223,0
224,0
225,0
226,0
227,0
236,0
237,0
238,0
239,0
240,0
241,0
242,0
251,0
252,0
253,0
254,0
255,0
256,0
263,0
264,0
265,0
269,0
270,0
271,0
272,0
273,0
284,0
285,0
286,0
287,0
288,0
289,0
290,0
291,0
300,0
301,0
302,0
303,0
304,0
316,0
317,0
318,0
319,0
320,0
321,0
322,0
328,0
329,0
330,0
331,0
332,0
344,0
345,0
346,0
347,0
348,0
349,0
359,0
360,0
361,0
376,0
377,0
378,0
379,0
389,0
390,0
399,0
401,0
402,0
403,0
417,0
418,0
419,0
433,0
434,0
435,0
449,0
450,0
460,0
461,0
462,0
463,0
221,0
222,0
235,0
250,0
274,0
275,0
292,0
293,0
305,0
306,0
307,0
323,0
324,0
325,0
333,0
334,0
335,0
336,0
337,0
338,0
339,0
350,0
351,0
352,0
353,0
354,0
362,0
363,0
364,0
365,0
366,0
367,0
368,0
369,0
370,0
380,0
381,0
382,0
383,0
384,0
385,0
386,0
391,0
392,0
393,0
394,0
395,0
396,0
397,0
404,0
405,0
406,0
407,0
408,0
409,0
410,0
411,0
412,0
413,1
414,1
420,0
421,0
422,0
423,0
424,0
425,0
426,0
427,0
428,0
429,0
430,1
436,0
437,0
438,0
439,0
440,0
441,0
442,0
443,0
444,0
445,1
446,1
447,1
448,1
451,0
452,0
453,0
454,0
455,1
456,1
457,1
458,1
459,1
464,0
465,0
466,0
467,0
468,0
469,0
470,0
471,0
472,0
473,1
474,1
475,1
476,1
477,1
484,0
485,0
486,0
487,0
488,0
489,0
490,0
491,0
493,1
494,1
498,0
499,0
500,0
501,0
502,0
505,1
506,1
514,0
515,0
516,0
517,0
522,1
523,1
524,1
530,0
535,1
537,1
558,0
559,0
577,0
578,0
593,0
594,0
606,0
607,0
624,0
643,0
644,0
675,0
478,1
479,1
495,1
496,1
507,1
508,1
509,1
510,1
511,1
512,1
525,1
526,1
527,1
528,1
529,1
538,1
539,1
540,1
541,1
542,1
543,1
544,1
551,1
552,1
553,1
554,1
555,1
556,1
557,1
569,1
570,1
571,1
572,1
573,1
574,1
575,1
576,1
586,1
587,1
588,1
589,1
590,1
591,1
592,1
600,1
601,1
602,1
603,1
604,1
605,1
616,1
617,1
618,1
619,1
620,1
621,1
622,1
623,1
633,1
634,1
635,1
636,1
637,1
638,1
639,1
640,1
641,1
642,1
650,1
651,1
652,1
653,1
654,1
655,1
656,1
657,1
667,1
668,1
669,1
670,1
680,1
682,1
683,1
684,1
685,1
695,1
696,1
697,1
698,1
712,1
713,1
714,1
715,1
716,1
658,1
659,1
671,1
672,1
673,1
674,1
686,1
687,1
688,1
699,1
700,1
701,1
702,1
703,1
704,1
705,1
717,1
718,1
719,1
720,1
721,1
722,1
846,3
847,3
848,3
849,3
850,3
851,3
875,3
882,3
883,3
884,3
885,3
887,3
888,3
889,3
891,3
895,3
897,3
907,3
908,3
909,3
910,3
911,3
912,3
913,3
914,3
915,3
916,3
918,3
919,3
920,3
921,3
922,3
923,3
924,3
925,3
927,3
928,3
929,3
930,3
931,3
932,3
933,3
934,3
935,3
936,3
937,3
938,3
939,3
940,3
941,3
946,3
947,3
949,3
952,3
953,3
954,3
955,3
956,3
957,3
958,3
1045,3
1046,3
1055,3
1168,3
1169,3
34,2
51,2
52,2
53,2
68,2
69,2
81,2
82,2
83,2
84,2
98,2
99,2
100,2
101,2
111,2
112,2
113,2
114,2
123,2
124,2
125,2
126,2
127,2
135,2
136,2
137,2
138,2
139,2
146,2
147,2
148,2
149,2
7,2
13,2
20,2
21,2
22,2
23,2
24,2
27,2
28,2
29,2
30,2
35,2
36,2
37,2
38,2
39,2
41,2
54,2
55,2
56,2
57,2
70,2
71,2
85,2
86,2
87,2
88,2
102,2
103,2
133,2
153,2
154,2
155,2
156,2
161,2
162,2
163,2
164,2
165,2
166,2
167,2
173,2
174,2
175,2
176,2
177,2
178,2
179,2
191,2
192,2
193,2
204,2
205,2
206,2
218,2
219,2
208,2
315,2
326,2
327,2
342,2
343,2
356,2
357,2
358,2
372,2
373,2
374,2
375,2
388,2
398,2
400,2
415,2
416,2
431,2
432,2
480,2
481,2
482,2
180,2
194,2
195,2
196,2
207,2
220,2
234,2
249,2
261,2
262,2
267,2
268,2
280,2
281,2
282,2
283,2
298,2
299,2
312,2
313,2
314,2
340,2
341,2
232,2
233,2
483,2
492,2
497,2
503,2
504,2
513,2
518,2
519,2
520,2
521,2
531,2
532,2
533,2
534,2
536,2
545,2
546,2
547,2
548,2
549,2
550,2
560,2
561,2
562,2
563,2
564,2
565,2
566,2
567,2
579,2
580,2
582,2
583,2
595,2
596,2
598,2
608,2
612,2
628,2
568,2
584,2
585,2
599,2
613,2
614,2
615,2
629,2
630,2
631,2
632,2
646,2
647,2
648,2
649,2
661,2
662,2
663,2
664,2
665,2
666,2
677,2
678,2
679,2
681,2
690,2
691,2
692,2
693,2
694,2
706,2
707,2
708,2
709,2
710,2
711,2
725,2
726,2
727,2
739,2
740,2
751,2
728,2
729,2
730,2
731,2
732,2
733,2
734,2
741,2
742,2
743,2
744,2
745,2
746,2
747,2
752,2
753,2
754,2
755,2
756,2
757,2
758,2
759,2
760,2
762,2
763,2
764,2
765,2
766,2
767,2
768,2
774,2
775,2
776,2
777,2
778,2
783,2
784,2
785,2
786,2
791,2
792,2
793,2
794,2
798,2
799,2
800,2
801,2
805,2
806,2
807,2
810,2
811,2
812,2
816,2
817,2
818,2
819,2
822,2
823,2
824,2
989,3
995,3
1122,3
1123,3
1125,3
5184,3
5185,3
5197,3
5198,3
5201,3
5202,3
5203,3
5204,3
5205,3
991,3
992,3
996,3
997,3
998,3
999,3
1000,3
1001,3
1006,3
1007,3
1008,3
1009,3
1010,3
1011,3
1012,3
1016,3
1017,3
1018,3
1023,3
1024,3
1035,3
1036,3
1037,3
